,performer,song_performer,song,track_duration_s,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,rank,last_week,peak_rank,weeks_on_board,key_signature,year,top_hit_pos
115,T.I.,24's | T.I.,24's,282.906,0.739,0.725,F#,-4.301,major,0.203,0.227,0.0,0.0991,0.582,162.06,4.0,91,87.0,78,15,F# major,2003,0.0
116,Bruno Mars,24K Magic | Bruno Mars,24K Magic,225.983,0.818,0.803,C#,-4.282,major,0.0797,0.034,0.0,0.153,0.632,106.97,4.0,50,48.0,4,41,C# major,2017,0.0
117,Chicago,25 Or 6 To 4 | Chicago,25 Or 6 To 4,289.8,0.604,0.905,E,-7.059,minor,0.0578,0.309,0.0632,0.0837,0.723,147.448,4.0,84,63.0,4,20,E minor,1986,0.0
118,The Wilkinsons,26 Cents | The Wilkinsons,26 Cents,231.4,0.641,0.462,B,-7.99,major,0.0265,0.65,0.0,0.159,0.317,101.067,4.0,75,75.0,55,18,B major,1998,0.0
119,The KLF,3 A.M. Eternal | The KLF,3 A.M. Eternal,347.218,0.616,0.894,A,-12.781,minor,0.0555,0.000764,0.155,0.924,0.756,117.362,4.0,83,71.0,5,19,A minor,1991,0.0
120,Nu Flavor,3 Little Words | Nu Flavor,3 Little Words,256.306,0.709,0.469,B,-7.083,minor,0.0278,0.504,0.0,0.045,0.256,113.986,4.0,98,97.0,89,9,B minor,2000,0.0
121,Future,31 Days | Future,31 Days,240.682,0.875,0.644,C#,-6.554,major,0.222,0.267,0.0,0.125,0.788,139.086,4.0,99,65.0,65,2,C# major,2018,0.0
122,Alana Davis,32 Flavors | Alana Davis,32 Flavors,227.306,0.659,0.702,D,-9.255,major,0.0308,0.11,0.000136,0.365,0.402,94.28,4.0,100,93.0,37,20,D major,1998,0.0
123,Grand Puba,360 Degrees (What Goes Around) | Grand Puba,360 Degrees (What Goes Around),240.866,0.959,0.75,F#,-7.732,major,0.171,0.0277,0.0,0.0713,0.766,102.418,4.0,98,93.0,68,14,F# major,1993,0.0
124,Herb Alpert & The Tijuana Brass,3rd Man Theme | Herb Alpert & The Tijuana Brass,3rd Man Theme,153.973,0.553,0.677,E,-10.831,minor,0.0712,0.423,0.962,0.185,0.768,153.174,4.0,67,47.0,47,6,E minor,1965,0.0
125,Lil' Mo Featuring Fabolous,4 Ever | Lil' Mo Featuring Fabolous,4 Ever,222.946,0.683,0.657,F#,-10.668,major,0.099,0.0279,4.49e-05,0.367,0.764,99.059,4.0,96,88.0,37,20,F# major,2003,0.0
126,Madonna Featuring Justin Timberlake & Timbaland,4 Minutes | Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,189.693,0.753,0.931,D,-4.922,major,0.0652,0.00994,0.00696,0.234,0.767,113.029,4.0,69,60.0,3,20,D major,2008,0.0
127,The Pixies Three,442 Glenwood Avenue | The Pixies Three,442 Glenwood Avenue,134.64,0.674,0.584,C,-12.91,major,0.0367,0.723,0.0,0.0719,0.961,131.237,4.0,62,56.0,56,7,C major,1964,0.0
128,Lil Uzi Vert,444+222 | Lil Uzi Vert,444+222,247.347,0.791,0.513,A#,-6.568,minor,0.269,0.0235,2.83e-05,0.101,0.481,76.997,4.0,100,79.0,60,3,A# minor,2017,0.0
129,The Byrds,5 D (Fifth Dimension) | The Byrds,5 D (Fifth Dimension),154.64,0.212,0.518,D,-11.186,major,0.042,0.667,0.0,0.341,0.52,175.538,3.0,69,44.0,44,5,D major,1966,0.0
130,Brownstone,5 Miles To Empty | Brownstone,5 Miles To Empty,225.933,0.671,0.733,D#,-10.884,minor,0.0283,5.01e-05,0.858,0.0745,0.803,123.577,4.0,91,70.0,39,16,D# minor,1997,0.0
131,Nonchalant,5 O'Clock | Nonchalant,5 O'Clock,302.64,0.731,0.758,A#,-8.322,minor,0.116,0.112,1.64e-06,0.0987,0.8,86.105,4.0,100,85.0,24,20,A# minor,1996,0.0
132,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock | T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock,281.533,0.4,0.882,G,-1.958,minor,0.334,0.168,0.0,0.124,0.385,167.114,4.0,83,76.0,10,20,G minor,2012,0.0
133,Yo Gotti,5 Star | Yo Gotti,5 Star,247.44,0.715,0.809,A,-5.598,major,0.205,0.0607,0.0,0.352,0.636,76.493,4.0,84,79.0,79,2,A major,2009,0.0
134,Travis Scott,5% Tint | Travis Scott,5% Tint,196.138,0.712,0.481,E,-5.415,minor,0.0487,0.173,0.0,0.241,0.062,140.0,4.0,89,36.0,36,2,E minor,2018,0.0
135,Paul Simon,50 Ways To Leave Your Lover | Paul Simon,50 Ways To Leave Your Lover,217.346,0.815,0.372,G,-12.814,major,0.0752,0.166,0.000116,0.0767,0.293,101.684,4.0,77,58.0,1,17,G major,1976,1.0
136,Train,50 Ways To Say Goodbye | Train,50 Ways To Say Goodbye,247.946,0.591,0.935,F#,-2.664,major,0.0478,0.000284,0.000278,0.142,0.736,140.043,4.0,44,28.0,20,20,F# major,2012,0.0
137,Bobby Bare,500 Miles Away From Home | Bobby Bare,500 Miles Away From Home,162.56,0.501,0.429,G,-10.803,major,0.0293,0.669,0.0,0.539,0.551,108.948,4.0,41,33.0,10,11,G major,1963,0.0
138,Hooters,500 Miles | Hooters,500 Miles,262.06,0.534,0.732,G,-7.29,minor,0.0404,0.548,4.91e-05,0.0845,0.67,74.799,4.0,98,97.0,97,5,G minor,1990,0.0
139,Bruce Springsteen,57 Channels (And Nothin' On) | Bruce Springsteen,57 Channels (And Nothin' On),145.466,0.894,0.316,G,-18.975,major,0.0978,0.608,0.0153,0.111,0.64,132.061,4.0,94,81.0,68,6,G major,1992,0.0
140,Beyonce Featuring The Weeknd,6 Inch | Beyonce Featuring The Weeknd,6 Inch,260.44,0.516,0.637,F#,-8.832,major,0.0632,0.0433,3.89e-06,0.11,0.324,138.011,4.0,82,28.0,18,3,F# major,2016,0.0
141,Sneaker Pimps,6 Underground | Sneaker Pimps,6 Underground,228.84,0.587,0.687,C#,-8.635,minor,0.0509,0.0281,0.14,0.121,0.402,169.938,4.0,49,45.0,45,22,C# minor,1997,0.0
142,Love,7 And 7 Is | Love,7 And 7 Is,139.16,0.453,0.788,A,-9.23,minor,0.0341,0.00438,0.000121,0.131,0.55,78.504,4.0,43,33.0,33,10,A minor,1966,0.0
143,Craig David,7 Days | Craig David,7 Days,235.133,0.659,0.812,E,-7.499,minor,0.0487,0.23,0.0,0.0951,0.888,83.013,4.0,54,42.0,10,20,E minor,2002,0.0
144,Youssou N'Dour & Neneh Cherry,7 Seconds | Youssou N'Dour & Neneh Cherry,7 Seconds,305.773,0.68,0.702,C#,-9.621,minor,0.0267,0.0838,1.79e-06,0.326,0.509,154.198,4.0,100,100.0,98,4,C# minor,1994,0.0
145,Lukas Graham,7 Years | Lukas Graham,7 Years,237.3,0.765,0.473,A#,-5.829,major,0.0514,0.287,0.0,0.391,0.34,119.992,4.0,46,45.0,2,36,A# major,2016,0.0
146,Maren Morris,80s Mercedes | Maren Morris,80s Mercedes,211.767,0.485,0.834,A,-5.413,major,0.0715,0.0665,0.0,0.28,0.659,90.933,4.0,91,89.0,74,13,A major,2017,0.0
147,Big & Rich,8th Of November | Big & Rich,8th Of November,298.24,0.259,0.729,D,-2.665,major,0.0418,0.117,0.0,0.438,0.284,169.11,3.0,94,95.0,94,2,D major,2006,0.0
148,Sugarhill Gang,8th Wonder | Sugarhill Gang,8th Wonder,446.506,0.871,0.937,C#,-8.536,major,0.195,0.298,0.0,0.634,0.675,106.494,4.0,92,82.0,82,9,C# major,1981,0.0
149,Kimberley Locke,8th World Wonder | Kimberley Locke,8th World Wonder,240.733,0.537,0.758,G,-4.065,major,0.0249,0.0103,0.0,0.131,0.295,100.041,4.0,99,98.0,49,20,G major,2004,0.0
150,Dolly Parton,9 To 5 | Dolly Parton,9 To 5,162.466,0.554,0.783,F#,-5.852,major,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4.0,100,91.0,1,26,F# major,1981,1.0
151,Souls Of Mischief,93 'til Infinity | Souls Of Mischief,93 'til Infinity,286.44,0.59,0.672,C#,-11.792,major,0.412,0.125,1.04e-06,0.147,0.688,206.247,4.0,96,85.0,72,9,C# major,1994,0.0
152,Big Maybelle,96 Tears | Big Maybelle,96 Tears,143.28,0.696,0.851,G,-5.385,major,0.0506,0.0236,0.0309,0.055,0.889,119.479,4.0,96,98.0,96,3,G major,1967,0.0
153,Garland Jeffreys,96 Tears | Garland Jeffreys,96 Tears,185.573,0.647,0.645,B,-11.395,major,0.0307,0.000527,0.00201,0.0914,0.902,117.683,4.0,100,86.0,66,7,B major,1981,0.0
154,Nena,99 Luftballons | Nena,99 Luftballons,232.466,0.575,0.555,E,-7.495,major,0.0453,0.103,1.3e-06,0.111,0.504,95.361,4.0,98,94.0,2,23,E major,1984,0.0
155,The O'Jays,992 Arguments | The O'Jays,992 Arguments,366.373,0.627,0.804,F,-11.43,minor,0.0446,0.0107,5.1e-05,0.164,0.798,130.167,4.0,68,66.0,57,8,F minor,1972,0.0
156,Hurricane Chris,A Bay Bay | Hurricane Chris,A Bay Bay,257.12,0.577,0.668,F#,-4.884,major,0.514,0.105,0.0,0.0924,0.702,60.709,3.0,64,61.0,7,20,F# major,2007,0.0
157,The Rascals,A Beautiful Morning | The Rascals,A Beautiful Morning,151.8,0.503,0.484,F,-12.833,minor,0.0311,0.399,0.0,0.345,0.8,122.203,4.0,46,27.0,3,13,F minor,1968,0.0
158,Sonny & Cher,A Beautiful Story | Sonny & Cher,A Beautiful Story,172.8,0.474,0.328,G,-10.766,major,0.0338,0.737,0.0,0.128,0.602,159.172,3.0,65,53.0,53,5,G major,1967,0.0
159,Deryl Dodd,A Bitter End | Deryl Dodd,A Bitter End,218.979,0.595,0.418,A,-8.092,major,0.0308,0.568,1.27e-05,0.116,0.25,138.069,4.0,100,94.0,88,7,A major,1999,0.0
160,Johnny Cash,A Boy Named Sue | Johnny Cash,A Boy Named Sue,233.813,0.63,0.489,A#,-12.144,major,0.18,0.77,0.0,0.381,0.796,101.876,4.0,22,17.0,2,12,A# major,1969,0.0
161,Frankie Avalon,A Boy Without A Girl | Frankie Avalon,A Boy Without A Girl,117.093,0.474,0.22,E,-14.031,major,0.0262,0.749,6.08e-06,0.154,0.361,98.988,3.0,97,70.0,10,14,E major,1959,0.0
162,Dusty Springfield,A Brand New Me | Dusty Springfield,A Brand New Me,177.133,0.399,0.285,G,-11.61,major,0.0295,0.936,1.06e-05,0.373,0.306,135.146,3.0,34,34.0,24,12,G major,1970,0.0
163,Warren Zevon,A Certain Girl | Warren Zevon,A Certain Girl,188.2,0.694,0.726,B,-12.987,major,0.0427,0.322,0.0,0.293,0.968,121.977,4.0,96,57.0,57,7,B major,1980,0.0
164,Johnny Mathis,A Certain Smile | Johnny Mathis,A Certain Smile,168.293,0.233,0.337,F,-10.031,major,0.0307,0.854,1.53e-06,0.274,0.218,73.576,4.0,82,66.0,22,9,F major,1958,0.0
165,Pete Fountain,A Closer Walk | Pete Fountain,A Closer Walk,375.56,0.544,0.246,A,-15.127,minor,0.0406,0.824,0.863,0.32,0.193,96.118,4.0,93,93.0,93,3,A minor,1960,0.0
166,Walter Jackson,A Corner In The Sun | Walter Jackson,A Corner In The Sun,140.8,0.417,0.469,G,-10.513,major,0.0342,0.74,1.59e-05,0.181,0.513,79.141,4.0,83,86.0,83,4,G major,1966,0.0
167,Little Willie John,A Cottage For Sale | Little Willie John,A Cottage For Sale,175.44,0.339,0.329,F,-12.323,major,0.0303,0.575,1.44e-06,0.26,0.415,75.332,4.0,79,63.0,63,6,F major,1960,0.0
168,Lisette Melendez,A Day In My Life (Without You) | Lisette Melendez,A Day In My Life (Without You),235.04,0.606,0.947,F#,-4.446,minor,0.0371,0.000874,0.314,0.0514,0.789,119.104,4.0,94,93.0,49,20,F# minor,1992,0.0
169,George Michael,A Different Corner | George Michael,A Different Corner,243.533,0.266,0.287,F#,-10.34,major,0.0333,0.857,0.00898,0.105,0.15,99.148,4.0,94,80.0,7,16,F# major,1986,0.0
170,The Limeliters,A Dollar Down | The Limeliters,A Dollar Down,158.093,0.492,0.483,C,-13.851,major,0.197,0.595,5.6e-06,0.0454,0.901,211.206,4.0,69,60.0,60,3,C major,1961,0.0
171,Ringo Starr,A Dose Of Rock 'N' Roll | Ringo Starr,A Dose Of Rock 'N' Roll,203.906,0.542,0.503,G#,-13.868,major,0.034,0.223,0.00128,0.29,0.96,105.428,4.0,93,38.0,26,9,G# major,1976,0.0
172,Todd Rundgren,A Dream Goes On Forever | Todd Rundgren,A Dream Goes On Forever,145.16,0.602,0.375,C,-12.308,major,0.0329,0.114,1.86e-06,0.0815,0.815,91.202,4.0,78,69.0,69,6,C major,1974,0.0
173,Clay Walker,A Few Questions | Clay Walker,A Few Questions,224.258,0.586,0.247,G,-13.624,major,0.0284,0.413,0.0063,0.0905,0.115,140.943,4.0,99,85.0,55,13,G major,2003,0.0
174,Darlene Love,A Fine Fine Boy | Darlene Love,A Fine Fine Boy,165.746,0.375,0.776,E,-6.035,minor,0.0555,0.173,3.35e-06,0.155,0.467,146.741,4.0,53,54.0,53,6,E minor,1963,0.0
175,Tony Carey,A Fine Fine Day | Tony Carey,A Fine Fine Day,265.6,0.639,0.579,G#,-9.326,major,0.0342,0.0591,0.00394,0.769,0.754,113.225,4.0,93,78.0,22,15,G# major,1984,0.0
176,Andy Williams,A Fool Never Learns | Andy Williams,A Fool Never Learns,121.786,0.542,0.706,F,-9.038,major,0.0318,0.778,1.21e-05,0.363,0.755,98.348,4.0,32,20.0,13,10,F major,1964,0.0
177,Bob Dylan,A Fool Such As I | Bob Dylan,A Fool Such As I,163.053,0.563,0.857,G,-7.618,major,0.0604,0.165,1.83e-05,0.134,0.687,118.29,4.0,67,55.0,55,7,G major,1974,0.0
178,The G-Clefs,A Girl Has To Know | The G-Clefs,A Girl Has To Know,158.014,0.486,0.129,D#,-18.138,major,0.0367,0.802,0.0,0.19,0.492,89.93,3.0,87,81.0,81,5,D# major,1962,0.0
179,Romeo Void,A Girl In Trouble (Is A Temporary Thing) | Romeo Void,A Girl In Trouble (Is A Temporary Thing),257.333,0.683,0.722,C,-11.77,minor,0.0322,0.117,0.392,0.158,0.879,130.581,4.0,92,79.0,35,13,C minor,1984,0.0
180,The Young Rascals,A Girl Like You | The Young Rascals,A Girl Like You,170.313,0.496,0.548,C,-8.613,minor,0.0462,0.637,0.0,0.0925,0.554,137.754,4.0,34,17.0,10,9,C minor,1967,0.0
181,The Chordettes,A Girl's Work Is Never Done | The Chordettes,A Girl's Work Is Never Done,136.56,0.642,0.975,D#,-4.288,major,0.262,0.771,0.000382,0.0969,0.97,124.12,4.0,89,93.0,89,3,D# major,1959,0.0
182,The Mindbenders,A Groovy Kind Of Love | The Mindbenders,A Groovy Kind Of Love,121.003,0.444,0.502,B,-13.791,minor,0.031,0.472,1.9e-05,0.115,0.484,98.789,4.0,44,23.0,2,13,B minor,1966,0.0
183,Tyler Farr,A Guy Walks Into A Bar | Tyler Farr,A Guy Walks Into A Bar,196.0,0.428,0.78,C,-3.472,major,0.0373,0.083,0.0,0.115,0.431,147.986,4.0,52,51.0,51,20,C major,2015,0.0
184,Blake Shelton,A Guy With A Girl | Blake Shelton,A Guy With A Girl,189.466,0.552,0.893,C,-4.593,major,0.0383,0.0158,0.0,0.105,0.777,163.948,4.0,100,91.0,42,17,C major,2017,0.0
185,Simon & Garfunkel,A Hazy Shade Of Winter | Simon & Garfunkel,A Hazy Shade Of Winter,137.48,0.497,0.59,D,-11.203,minor,0.0296,0.139,7.11e-06,0.378,0.969,142.027,4.0,46,28.0,13,9,D minor,1966,0.0
186,Art Garfunkel,A Heart In New York | Art Garfunkel,A Heart In New York,191.8,0.435,0.207,D,-18.939,minor,0.034,0.831,0.00478,0.306,0.429,95.918,4.0,99,91.0,66,9,D minor,1981,0.0
187,America,A Horse With No Name | America,A Horse With No Name,252.239,0.654,0.506,B,-17.18,minor,0.0535,0.686,0.0155,0.155,0.831,123.179,4.0,20,10.0,1,14,B minor,1972,1.0
188,Dionne Warwick,A House Is Not A Home | Dionne Warwick,A House Is Not A Home,188.493,0.273,0.225,F,-13.69,major,0.033,0.902,3.04e-05,0.154,0.246,72.588,4.0,80,71.0,71,6,F major,1964,0.0
189,Dale Hawkins,"A House, A Car And A Wedding Ring | Dale Hawkins","A House, A Car And A Wedding Ring",131.239,0.489,0.252,C,-12.149,major,0.0348,0.743,2.32e-06,0.22,0.366,113.371,4.0,94,89.0,88,5,C major,1958,0.0
190,Carol Douglas,A Hurricane Is Coming Tonite | Carol Douglas,A Hurricane Is Coming Tonite,239.666,0.646,0.769,C#,-12.64,minor,0.0308,0.0201,0.147,0.0707,0.973,129.327,4.0,81,88.0,81,2,C# minor,1975,0.0
191,Jimmy Clanton,A Letter To An Angel | Jimmy Clanton,A Letter To An Angel,174.614,0.0,0.287,D#,-11.038,major,0.0,0.876,5.1e-06,0.112,0.0,0.0,0.0,65,59.0,25,12,D# major,1959,0.0
192,The Chi-lites,A Letter To Myself | The Chi-lites,A Letter To Myself,335.213,0.512,0.477,A,-10.122,major,0.0327,0.678,4.06e-05,0.0936,0.502,130.633,4.0,40,33.0,33,11,A major,1973,0.0
193,The Four Preps,A Letter To The Beatles | The Four Preps,A Letter To The Beatles,171.693,0.531,0.676,G,-9.942,major,0.0412,0.73,0.0,0.0993,0.885,144.958,4.0,85,86.0,85,3,G major,1964,0.0
194,Joe Walsh,A Life Of Illusion | Joe Walsh,A Life Of Illusion,210.533,0.692,0.613,D,-10.735,major,0.0282,0.0407,0.0652,0.094,0.93,120.901,4.0,94,59.0,34,12,D major,1981,0.0
195,King Harvest,A Little Bit Like Magic | King Harvest,A Little Bit Like Magic,139.56,0.748,0.67,G,-8.97,major,0.041,0.415,0.0,0.17,0.965,129.375,4.0,91,92.0,91,4,G major,1973,0.0
196,The Monkees,"A Little Bit Me, A Little Bit You | The Monkees","A Little Bit Me, A Little Bit You",168.053,0.609,0.818,F,-4.62,major,0.0425,0.114,0.316,0.0999,0.922,78.955,4.0,33,20.0,2,10,F major,1967,0.0
197,Jocelyn Enriquez,A Little Bit Of Ecstasy | Jocelyn Enriquez,A Little Bit Of Ecstasy,248.0,0.496,0.762,F#,-7.64,minor,0.0628,0.036,0.00199,0.315,0.674,130.004,4.0,74,78.0,55,20,F# minor,1997,0.0
198,Ronnie Dove,A Little Bit Of Heaven | Ronnie Dove,A Little Bit Of Heaven,168.066,0.41,0.364,F,-10.183,major,0.0287,0.879,0.0167,0.162,0.434,90.372,4.0,42,20.0,16,10,F major,1965,0.0
199,Paul Davis,A Little Bit Of Soap | Paul Davis,A Little Bit Of Soap,152.76,0.736,0.262,C,-13.234,major,0.0473,0.649,1.97e-06,0.148,0.738,126.596,4.0,66,52.0,52,12,C major,1970,0.0
200,Sara Evans,A Little Bit Stronger | Sara Evans,A Little Bit Stronger,301.986,0.536,0.65,D,-5.603,major,0.0337,0.282,1.16e-06,0.0876,0.288,147.93,4.0,49,45.0,34,21,D major,2011,0.0
201,Wanda Jackson,A Little Bitty Tear | Wanda Jackson,A Little Bitty Tear,126.106,0.517,0.491,C,-7.732,major,0.0348,0.804,3.74e-06,0.139,0.891,132.095,4.0,87,84.0,84,3,C major,1962,0.0
202,Jimmie Rodgers,A Little Dog Cried | Jimmie Rodgers,A Little Dog Cried,145.965,0.438,0.11,C,-26.549,major,0.0434,0.981,0.135,0.103,0.344,65.006,4.0,73,71.0,71,4,C major,1961,0.0
203,Cliff Richard,A Little In Love | Cliff Richard,A Little In Love,219.533,0.682,0.674,G,-10.39,major,0.0274,0.0391,0.0,0.307,0.921,117.289,4.0,93,75.0,17,22,G major,1981,0.0
204,Jason Aldean,A Little More Summertime | Jason Aldean,A Little More Summertime,219.546,0.482,0.823,A,-4.446,major,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665,4.0,87,64.0,52,13,A major,2016,0.0
205,Erasure,A Little Respect | Erasure,A Little Respect,213.373,0.596,0.598,C,-13.409,major,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,4.0,92,68.0,14,17,C major,1989,0.0
206,Freddie And The Dreamers,A Little You | Freddie And The Dreamers,A Little You,129.6,0.351,0.573,A,-10.993,major,0.0325,0.0868,0.0,0.421,0.766,73.361,4.0,60,53.0,48,7,A major,1965,0.0
207,Kenny Chesney,A Lot Of Things Different | Kenny Chesney,A Lot Of Things Different,283.866,0.589,0.279,D,-13.693,major,0.0285,0.129,0.0192,0.149,0.212,74.847,4.0,96,94.0,55,15,D major,2003,0.0
208,21 Savage,A Lot | 21 Savage,A Lot,288.624,0.837,0.636,C#,-7.643,major,0.086,0.0395,0.00125,0.342,0.274,145.972,4.0,49,46.0,12,23,C# major,2019,0.0
209,Sheila E.,A Love Bizarre | Sheila E.,A Love Bizarre,736.862,0.768,0.612,C#,-13.381,major,0.0454,0.0217,0.0239,0.0513,0.878,113.798,4.0,99,87.0,11,23,C# major,1986,0.0
210,Carla Thomas,A Love Of My Own | Carla Thomas,A Love Of My Own,152.24,0.244,0.346,C,-8.741,major,0.0302,0.813,0.00171,0.313,0.435,185.453,3.0,57,56.0,56,6,C major,1961,0.0
211,The Intruders,A Love That's Real | The Intruders,A Love That's Real,174.933,0.524,0.474,G,-10.996,major,0.0304,0.478,0.0,0.35,0.658,113.773,4.0,82,82.0,82,3,G major,1967,0.0
212,The Toys,A Lover's Concerto | The Toys,A Lover's Concerto,158.0,0.675,0.74,D,-5.551,major,0.052,0.633,0.0,0.149,0.836,123.651,4.0,48,37.0,2,15,D major,1965,0.0
213,Change,A Lover's Holiday | Change,A Lover's Holiday,384.813,0.921,0.607,B,-6.047,minor,0.216,0.0287,0.0297,0.0837,0.799,116.335,4.0,88,52.0,40,13,B minor,1980,0.0
214,Clyde McPhatter,A Lover's Question | Clyde McPhatter,A Lover's Question,150.266,0.67,0.436,C,-11.698,major,0.0554,0.887,1.71e-05,0.0609,0.951,83.023,4.0,77,53.0,6,24,C major,1959,0.0
215,Loggins & Messina,A Lover's Question | Loggins & Messina,A Lover's Question,201.626,0.646,0.473,G,-10.049,major,0.26,0.651,0.00686,0.0859,0.94,77.775,4.0,89,91.0,89,2,G major,1975,0.0
216,Otis Redding,A Lover's Question | Otis Redding,A Lover's Question,155.773,0.671,0.681,A#,-9.12,minor,0.181,0.211,2.56e-06,0.0452,0.96,162.678,4.0,57,48.0,48,6,A# minor,1969,0.0
217,Rickie Lee Jones,A Lucky Guy | Rickie Lee Jones,A Lucky Guy,249.613,0.559,0.307,C#,-9.791,major,0.0315,0.234,0.00159,0.106,0.194,109.779,3.0,99,92.0,64,7,C# major,1981,0.0
218,Ray Stevens,A Mama And A Papa | Ray Stevens,A Mama And A Papa,171.64,0.511,0.53,F,-14.084,major,0.0337,0.447,0.00578,0.0984,0.663,86.717,4.0,82,85.0,82,3,F major,1971,0.0
219,Wilson Pickett,A Man And A Half | Wilson Pickett,A Man And A Half,172.573,0.621,0.606,A#,-10.906,major,0.0333,0.0352,1.05e-05,0.13,0.805,114.683,4.0,42,42.0,42,6,A# major,1968,0.0
220,Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go) | Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go),218.133,0.607,0.396,A,-7.944,major,0.028,0.542,1.01e-06,0.0919,0.191,128.28,4.0,97,96.0,81,10,A major,1998,0.0
221,Boston,A Man I'll Never Be | Boston,A Man I'll Never Be,396.173,0.418,0.587,C,-9.607,major,0.0272,0.0559,6.82e-06,0.0548,0.486,106.665,4.0,98,52.0,31,12,C major,1979,0.0
222,James Carr,A Man Needs A Woman | James Carr,A Man Needs A Woman,169.4,0.551,0.371,G#,-7.771,major,0.0383,0.729,0.0,0.241,0.435,75.358,3.0,63,63.0,63,10,G# major,1968,0.0
223,Billy Joel,A Matter Of Trust | Billy Joel,A Matter Of Trust,248.746,0.738,0.662,D,-8.371,major,0.0268,0.0589,4.54e-05,0.306,0.88,110.304,4.0,86,62.0,10,18,D major,1986,0.0
224,Dean Martin,A Million And One | Dean Martin,A Million And One,175.226,0.203,0.299,A#,-13.979,major,0.0313,0.912,0.000128,0.186,0.423,75.574,4.0,44,41.0,41,7,A# major,1966,0.0
225,Five Stairsteps & Cubie,A Million To One | Five Stairsteps & Cubie,A Million To One,164.093,0.277,0.235,A#,-13.1,major,0.0297,0.681,0.0,0.0598,0.328,94.204,4.0,71,68.0,68,6,A# major,1968,0.0
226,Frankie Avalon,A Miracle | Frankie Avalon,A Miracle,138.005,0.457,0.317,F,-10.69,major,0.0289,0.687,0.0,0.0711,0.216,94.441,3.0,80,75.0,75,6,F major,1962,0.0
227,Kelly Clarkson,A Moment Like This | Kelly Clarkson,A Moment Like This,228.28,0.414,0.572,G#,-3.918,major,0.0311,0.163,0.0,0.115,0.16,145.184,4.0,86,82.0,1,20,G# major,2003,1.0
228,The Whispers,A Mother For My Children | The Whispers,A Mother For My Children,194.093,0.421,0.72,D#,-9.071,major,0.217,0.11,5.85e-05,0.0557,0.787,197.535,4.0,96,92.0,92,4,D# major,1974,0.0
229,Celine Dion,A New Day Has Come | Celine Dion,A New Day Has Come,259.773,0.574,0.691,F#,-5.103,major,0.035,0.0826,1.65e-05,0.149,0.195,91.969,4.0,81,74.0,22,20,F# major,2002,0.0
230,Joe Diffie,A Night To Remember | Joe Diffie,A Night To Remember,210.693,0.559,0.639,A#,-5.087,major,0.0272,0.0144,1.12e-06,0.14,0.234,75.478,4.0,89,81.0,38,20,A# major,1999,0.0
231,Shalamar,A Night To Remember | Shalamar,A Night To Remember,299.36,0.863,0.738,A#,-6.314,minor,0.0428,0.0658,0.000234,0.0969,0.947,108.851,4.0,93,44.0,44,10,A# minor,1982,0.0
232,Jimmy Clanton,A Part Of Me | Jimmy Clanton,A Part Of Me,171.223,0.5,0.195,G,-7.529,major,0.0327,0.442,0.0,0.103,0.69,111.252,3.0,64,39.0,38,7,G major,1958,0.0
233,Brenda & The Tabulations,A Part Of You | Brenda & The Tabulations,A Part Of You,208.706,0.383,0.491,F,-10.099,major,0.0266,0.621,0.00924,0.0609,0.707,167.267,3.0,94,96.0,94,5,F major,1971,0.0
234,Jethro Tull,A Passion Play (Edit #8) | Jethro Tull,A Passion Play (Edit #8),208.213,0.425,0.509,F,-10.428,major,0.0459,0.0362,0.0365,0.234,0.771,129.564,4.0,92,84.0,80,5,F major,1973,0.0
235,Tavares,A Penny For Your Thoughts | Tavares,A Penny For Your Thoughts,270.066,0.537,0.469,C,-7.941,major,0.0324,0.6,0.0,0.109,0.363,136.536,4.0,98,91.0,33,21,C major,1983,0.0
236,Frankie Avalon,A Perfect Love | Frankie Avalon,A Perfect Love,141.01,0.541,0.338,G,-10.589,major,0.0291,0.789,1.42e-06,0.138,0.613,126.047,4.0,53,47.0,47,6,G major,1961,0.0
237,Little Anthony And The Imperials,A Prayer And A Juke Box | Little Anthony And The Imperials,A Prayer And A Juke Box,149.4,0.423,0.301,G,-14.698,major,0.0327,0.674,0.0,0.086,0.468,102.852,1.0,99,81.0,81,4,G major,1959,0.0
